@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute myo1-1 numeric
@attribute myo1-2 numeric
@attribute myo1-3 numeric
@attribute myo1-4 numeric
@attribute myo1-5 numeric
@attribute myo1-6 numeric
@attribute myo1-7 numeric
@attribute myo1-8 numeric
@attribute myo1-9 numeric
@attribute myo1-10 numeric
@attribute myo1-11 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric

@data
2401,'2018/02/25 22:28:41:794',19,-0.349718,-0.279562,0.343342,0.658824,0.552941,0.576471,0.164706,0.470588,0.556863,0.388235,0.521569,1,?
2402,'2018/02/25 22:28:41:804',19,-0.346563,-0.279273,0.327324,0.435294,0.541176,0.313726,0.403922,0.486275,0.517647,0.462745,0.580392,1,?
2403,'2018/02/25 22:28:41:829',19,-0.341226,-0.279648,0.298751,0.560784,0.403922,0.529412,0.52549,0.435294,0.356863,0.282353,0.498039,1,?
2404,'2018/02/25 22:28:41:874',19,-0.328604,-0.275231,0.202305,0.4,0.372549,0.513726,0.447059,0.415686,0.501961,0.423529,0.431373,1,?
2405,'2018/02/25 22:28:47:983',20,-0.187922,-0.134387,-0.999841,0.47451,0.494118,0.494118,0.45098,0.482353,0.454902,0.427451,0.458824,3,?
2406,'2018/02/25 22:28:48:014',20,-0.18768,-0.134077,-0.999597,0.533333,0.509804,0.427451,0.478431,0.494118,0.529412,0.223529,0.545098,3,?
2407,'2018/02/25 22:28:48:021',20,-0.18768,-0.134077,-0.999597,0.533333,0.509804,0.427451,0.478431,0.494118,0.529412,0.223529,0.545098,3,?
2408,'2018/02/25 22:28:48:046',20,-0.187263,-0.133281,-0.999496,0.494118,0.517647,0.576471,0.541176,0.513726,0.537255,0.533333,0.47451,3,?
2409,'2018/02/25 22:28:48:080',20,-0.186961,-0.132833,-0.998404,0.517647,0.466667,0.411765,0.505882,0.490196,0.517647,0.486275,0.556863,3,?
2410,'2018/02/25 22:28:48:112',20,-0.185446,-0.131489,-0.997647,0.32549,0.45098,0.470588,0.415686,0.47451,0.47451,0.364706,0.541176,3,?
2411,'2018/02/25 22:28:48:125',20,-0.185446,-0.131489,-0.997647,0.32549,0.45098,0.470588,0.415686,0.47451,0.47451,0.364706,0.541176,3,?
2412,'2018/02/25 22:28:48:149',20,-0.185764,-0.131433,-0.998096,0.509804,0.505882,0.454902,0.498039,0.482353,0.490196,0.831373,0.466667,3,?
2413,'2018/02/25 22:28:48:178',20,-0.186107,-0.131036,-0.997799,0.490196,0.509804,0.466667,0.513726,0.494118,0.482353,0.27451,0.478431,3,?
2414,'2018/02/25 22:28:48:214',20,-0.187101,-0.131569,-0.997791,0.482353,0.462745,0.360784,0.501961,0.513726,0.529412,0.560784,0.501961,3,?
2415,'2018/02/25 22:28:48:246',20,-0.188711,-0.131673,-0.998155,0.384314,0.482353,0.596078,0.505882,0.482353,0.431373,0.043137,0.501961,3,?
2416,'2018/02/25 22:28:48:251',20,-0.188711,-0.131673,-0.998155,0.384314,0.482353,0.596078,0.505882,0.482353,0.431373,0.043137,0.501961,3,?
2417,'2018/02/25 22:28:48:281',20,-0.188794,-0.131498,-0.998574,0.501961,0.505882,0.462745,0.45098,0.517647,0.494118,0.356863,0.298039,3,?
2418,'2018/02/25 22:28:48:313',20,-0.189572,-0.131639,-0.998579,0.486275,0.486275,0.529412,0.501961,0.498039,0.494118,0.513726,0.509804,3,?
2419,'2018/02/25 22:28:48:347',20,-0.190074,-0.131741,-0.998266,0.478431,0.505882,0.337255,0.482353,0.498039,0.529412,0.462745,0.607843,3,?
2420,'2018/02/25 22:28:48:352',20,-0.190373,-0.131958,-0.998672,0.501961,0.482353,0.537255,0.541176,0.505882,0.482353,0.592157,0.478431,3,?
2421,'2018/02/25 22:28:48:384',20,-0.190545,-0.132143,-0.999362,0.466667,0.501961,0.435294,0.454902,0.482353,0.517647,0.643137,0.52549,3,?
2422,'2018/02/25 22:28:48:410',20,-0.191398,-0.132642,-0.999606,0.517647,0.478431,0.533333,0.509804,0.498039,0.490196,0.498039,0.490196,3,?
2423,'2018/02/25 22:28:48:448',20,-0.191729,-0.13282,-0.999604,0.447059,0.501961,0.552941,0.490196,0.486275,0.454902,0.443137,0.529412,3,?
2424,'2018/02/25 22:28:48:477',20,-0.191536,-0.132935,-0.999186,0.419608,0.482353,0.72549,0.490196,0.490196,0.501961,0.396078,0.678431,3,?
2425,'2018/02/25 22:28:48:488',20,-0.191536,-0.132935,-0.999186,0.533333,0.470588,0.435294,0.439216,0.494118,0.447059,0.32549,0.6,3,?
2426,'2018/02/25 22:28:48:514',20,-0.191562,-0.132854,-0.999442,0.439216,0.501961,0.537255,0.470588,0.482353,0.447059,0.815686,0.435294,3,?
2427,'2018/02/25 22:28:48:544',20,-0.191697,-0.13286,-1.000013,0.537255,0.52549,0.486275,0.454902,0.505882,0.494118,0.305882,0.458824,3,?
2428,'2018/02/25 22:28:48:579',20,-0.191639,-0.132967,-1.000007,0.556863,0.513726,0.54902,0.419608,0.490196,0.517647,0.709804,0.423529,3,?
2429,'2018/02/25 22:28:48:614',20,-0.191889,-0.132759,-1.000589,0.466667,0.498039,0.486275,0.454902,0.494118,0.447059,0.392157,0.498039,3,?
2430,'2018/02/25 22:28:48:617',20,-0.191889,-0.132759,-1.000589,0.466667,0.498039,0.486275,0.454902,0.494118,0.447059,0.392157,0.498039,3,?
2431,'2018/02/25 22:28:48:643',20,-0.192314,-0.132748,-0.99971,0.482353,0.478431,0.564706,0.52549,0.494118,0.466667,0.380392,0.435294,3,?
2432,'2018/02/25 22:28:48:679',20,-0.192329,-0.132243,-0.999067,0.34902,0.501961,0.494118,0.541176,0.513726,0.537255,0.494118,0.458824,3,?
2433,'2018/02/25 22:28:48:712',20,-0.192496,-0.131442,-0.997555,0.647059,0.52549,0.517647,0.360784,0.509804,0.521569,0.415686,0.552941,3,?
2434,'2018/02/25 22:28:48:719',20,-0.192496,-0.131442,-0.997555,0.541176,0.470588,0.498039,0.443137,0.478431,0.435294,0.098039,0.396078,3,?
2435,'2018/02/25 22:28:48:748',20,-0.192496,-0.131442,-0.997555,0.517647,0.490196,0.435294,0.466667,0.47451,0.486275,0.682353,0.435294,3,?
2436,'2018/02/25 22:28:48:770',20,-0.192445,-0.13107,-0.996054,0.54902,0.501961,0.517647,0.407843,0.486275,0.505882,0.815686,0.568627,3,?
2437,'2018/02/25 22:28:48:796',20,-0.192306,-0.130831,-0.9948,0.545098,0.517647,0.556863,0.537255,0.486275,0.47451,0.388235,0.501961,3,?
2438,'2018/02/25 22:28:48:854',20,-0.192306,-0.130831,-0.9948,0.439216,0.509804,0.576471,0.541176,0.486275,0.494118,0.6,0.529412,3,?
2439,'2018/02/25 22:28:48:854',20,-0.192702,-0.131159,-0.993499,0.564706,0.501961,0.490196,0.490196,0.498039,0.54902,0.705882,0.360784,3,?
2440,'2018/02/25 22:28:48:875',20,-0.192323,-0.130804,-0.994518,0.486275,0.501961,0.529412,0.490196,0.490196,0.458824,0.423529,0.419608,3,?
2441,'2018/02/25 22:28:48:899',20,-0.192029,-0.1303,-0.993967,0.470588,0.486275,0.368627,0.454902,0.47451,0.47451,0.517647,0.462745,3,?
2442,'2018/02/25 22:28:48:929',20,-0.191172,-0.129831,-0.994037,0.458824,0.478431,0.415686,0.513726,0.509804,0.513726,0.458824,0.498039,3,?
2443,'2018/02/25 22:28:48:962',20,-0.188205,-0.127461,-0.995731,0.533333,0.494118,0.47451,0.490196,0.482353,0.501961,0.498039,0.576471,3,?
2444,'2018/02/25 22:28:48:993',20,-0.185812,-0.125124,-0.997621,0.509804,0.498039,0.478431,0.52549,0.494118,0.541176,0.592157,0.505882,3,?
2445,'2018/02/25 22:28:49:002',20,-0.185812,-0.125124,-0.997621,0.509804,0.498039,0.478431,0.52549,0.494118,0.541176,0.592157,0.505882,3,?
2446,'2018/02/25 22:28:49:029',20,-0.184735,-0.123974,-0.997525,0.439216,0.517647,0.411765,0.517647,0.494118,0.521569,0.623529,0.533333,3,?
2447,'2018/02/25 22:28:49:130',20,-0.183996,-0.123276,-0.997447,0.498039,0.490196,0.521569,0.47451,0.478431,0.462745,0.364706,0.501961,3,?
2448,'2018/02/25 22:28:49:130',20,-0.183109,-0.122103,-0.995275,0.435294,0.47451,0.498039,0.458824,0.501961,0.533333,0.364706,0.513726,3,?
2449,'2018/02/25 22:28:49:130',20,-0.183109,-0.122103,-0.995275,0.435294,0.47451,0.498039,0.458824,0.501961,0.533333,0.364706,0.513726,3,?
2450,'2018/02/25 22:28:49:132',20,-0.184051,-0.121206,-0.992966,0.443137,0.47451,0.427451,0.470588,0.494118,0.486275,0.588235,0.462745,3,?
2451,'2018/02/25 22:28:49:158',20,-0.184147,-0.120791,-0.991443,0.466667,0.482353,0.490196,0.494118,0.482353,0.427451,0.313726,0.423529,3,?
2452,'2018/02/25 22:28:49:198',20,-0.184689,-0.119328,-0.986172,0.34902,0.498039,0.407843,0.513726,0.490196,0.45098,0.729412,0.415686,3,?
2453,'2018/02/25 22:28:49:228',20,-0.185328,-0.118508,-0.98136,0.505882,0.560784,0.517647,0.513726,0.517647,0.647059,0.862745,0.639216,3,?
2454,'2018/02/25 22:28:49:236',20,-0.185677,-0.117461,-0.972471,0.427451,0.490196,0.513726,0.517647,0.560784,0.639216,0.8,0.545098,3,?
2455,'2018/02/25 22:28:49:261',20,-0.18512,-0.116097,-0.960479,0.309804,0.478431,0.47451,0.52549,0.517647,0.533333,0.47451,0.439216,3,?
2456,'2018/02/25 22:28:49:296',20,-0.181838,-0.113495,-0.924462,0.580392,0.466667,0.439216,0.486275,0.478431,0.65098,0.94902,0.901961,3,?
2457,'2018/02/25 22:28:49:329',20,-0.179714,-0.110631,-0.90917,0.333333,0.505882,0.411765,0.419608,0.478431,0.580392,0.709804,0.533333,3,?
2458,'2018/02/25 22:28:49:340',20,-0.178345,-0.107539,-0.895295,0.756863,0.513726,0.505882,0.47451,0.498039,0.572549,0.368627,0.521569,3,?
2459,'2018/02/25 22:28:49:365',20,-0.177305,-0.105142,-0.882253,0.811765,0.603922,0.501961,0.545098,0.517647,0.552941,0.490196,0.352941,3,?
2460,'2018/02/25 22:28:49:392',20,-0.174192,-0.100052,-0.859413,0.396078,0.501961,0.505882,0.419608,0.47451,0.458824,0.682353,0.498039,3,?
2461,'2018/02/25 22:28:49:429',20,-0.172311,-0.098845,-0.846428,0.556863,0.517647,0.521569,0.529412,0.501961,0.54902,0.364706,0.513726,3,?
2462,'2018/02/25 22:28:49:459',20,-0.169261,-0.0963,-0.83424,0.415686,0.427451,0.447059,0.423529,0.466667,0.290196,0.066667,0.592157,3,?
2463,'2018/02/25 22:28:49:470',20,-0.168211,-0.095273,-0.83522,0.643137,0.517647,0.478431,0.462745,0.505882,0.494118,0.415686,0.611765,3,?
2464,'2018/02/25 22:28:49:497',20,-0.168017,-0.094148,-0.838144,0.576471,0.545098,0.337255,0.431373,0.498039,0.584314,0.960784,0.462745,3,?
2465,'2018/02/25 22:28:49:529',20,-0.168125,-0.093165,-0.844945,0.517647,0.505882,0.47451,0.384314,0.458824,0.513726,0.329412,0.509804,3,?
2466,'2018/02/25 22:28:49:560',20,-0.1681,-0.093493,-0.845577,0.313726,0.482353,0.513726,0.556863,0.494118,0.392157,0.184314,0.462745,3,?
2467,'2018/02/25 22:28:49:595',20,-0.168792,-0.094332,-0.846729,0.529412,0.517647,0.658824,0.6,0.482353,0.443137,0.266667,0.466667,3,?
2468,'2018/02/25 22:28:49:627',20,-0.168987,-0.094457,-0.848326,0.47451,0.466667,0.396078,0.517647,0.505882,0.505882,0.207843,0.580392,3,?
2469,'2018/02/25 22:28:49:631',20,-0.168987,-0.094457,-0.848326,0.47451,0.466667,0.396078,0.517647,0.505882,0.505882,0.207843,0.580392,3,?
2470,'2018/02/25 22:28:49:658',20,-0.169494,-0.094793,-0.850603,0.627451,0.54902,0.47451,0.580392,0.529412,0.580392,0.803922,0.596078,3,?
2471,'2018/02/25 22:28:49:692',20,-0.170147,-0.095439,-0.851382,0.545098,0.541176,0.568627,0.509804,0.494118,0.498039,0.098039,0.427451,3,?
2472,'2018/02/25 22:28:49:728',20,-0.170511,-0.095809,-0.852021,0.615686,0.494118,0.45098,0.517647,0.517647,0.47451,0.364706,0.341176,3,?
2473,'2018/02/25 22:28:49:733',20,-0.170832,-0.096545,-0.85371,0.54902,0.498039,0.462745,0.509804,0.478431,0.419608,0.588235,0.603922,3,?
2474,'2018/02/25 22:28:49:758',20,-0.171263,-0.09711,-0.853422,0.713726,0.52549,0.52549,0.431373,0.470588,0.447059,0.035294,0.133333,3,?
2475,'2018/02/25 22:28:49:793',20,-0.171072,-0.097944,-0.848237,0.396078,0.470588,0.619608,0.564706,0.509804,0.498039,0.129412,0.572549,3,?
2476,'2018/02/25 22:28:49:827',20,-0.17104,-0.099159,-0.838456,0.556863,0.462745,0.423529,0.470588,0.505882,0.564706,0.635294,0.447059,3,?
2477,'2018/02/25 22:28:49:834',20,-0.17104,-0.099159,-0.838456,0.282353,0.494118,0.494118,0.513726,0.494118,0.54902,0.368627,0.564706,3,?
2478,'2018/02/25 22:28:49:860',20,-0.170785,-0.099565,-0.83332,0.796079,0.537255,0.517647,0.454902,0.466667,0.494118,0.619608,0.603922,3,?
2479,'2018/02/25 22:28:49:890',20,-0.17002,-0.099609,-0.818178,0.67451,0.509804,0.45098,0.478431,0.486275,0.443137,0.462745,0.419608,3,?
2480,'2018/02/25 22:28:49:926',20,-0.16926,-0.099452,-0.809764,0.607843,0.521569,0.533333,0.568627,0.498039,0.494118,0.768628,0.498039,3,?
2481,'2018/02/25 22:28:49:961',20,-0.16827,-0.099516,-0.792969,0.113725,0.392157,0.501961,0.533333,0.521569,0.494118,0.54902,0.560784,3,?
2482,'2018/02/25 22:28:49:968',20,-0.16827,-0.099516,-0.792969,0.113725,0.392157,0.501961,0.533333,0.521569,0.494118,0.54902,0.560784,3,?
2483,'2018/02/25 22:28:49:997',20,-0.167598,-0.099453,-0.786193,0.556863,0.564706,0.67451,0.392157,0.47451,0.513726,0.560784,0.313726,3,?
2484,'2018/02/25 22:28:50:025',20,-0.164502,-0.098088,-0.764837,0.556863,0.505882,0.54902,0.552941,0.509804,0.470588,0.576471,0.556863,3,?
2485,'2018/02/25 22:28:50:060',20,-0.163192,-0.097819,-0.738727,0.466667,0.466667,0.419608,0.439216,0.470588,0.415686,0.254902,0.333333,3,?
2486,'2018/02/25 22:28:50:092',20,-0.16345,-0.097426,-0.72466,0.713726,0.537255,0.470588,0.486275,0.478431,0.513726,0.321569,0.196078,3,?
2487,'2018/02/25 22:28:50:103',20,-0.16345,-0.097426,-0.72466,0.713726,0.537255,0.470588,0.486275,0.478431,0.513726,0.321569,0.196078,3,?
2488,'2018/02/25 22:28:50:127',20,-0.163474,-0.095939,-0.725421,0.541176,0.517647,0.611765,0.411765,0.454902,0.447059,0.752941,0.670588,3,?
2489,'2018/02/25 22:28:50:158',20,-0.166479,-0.092623,-0.749952,0.45098,0.478431,0.521569,0.517647,0.529412,0.592157,0.972549,0.619608,3,?
2490,'2018/02/25 22:28:50:197',20,-0.171912,-0.092575,-0.784334,0.498039,0.470588,0.564706,0.537255,0.513726,0.498039,0.533333,0.313726,3,?
2491,'2018/02/25 22:28:50:228',20,-0.175014,-0.093873,-0.805384,0.094118,0.501961,0.505882,0.509804,0.490196,0.454902,0.301961,0.431373,3,?
2492,'2018/02/25 22:28:50:230',20,-0.175014,-0.093873,-0.805384,0.094118,0.501961,0.505882,0.509804,0.490196,0.454902,0.301961,0.431373,3,?
2493,'2018/02/25 22:28:50:259',20,-0.182377,-0.100376,-0.850405,0.443137,0.490196,0.32549,0.466667,0.501961,0.494118,0.65098,0.376471,3,?
2494,'2018/02/25 22:28:50:289',20,-0.18605,-0.103996,-0.876254,0.352941,0.501961,0.541176,0.513726,0.498039,0.517647,0.760784,0.647059,3,?
2495,'2018/02/25 22:28:50:326',20,-0.193978,-0.110795,-0.934039,0.631373,0.501961,0.490196,0.478431,0.470588,0.501961,0.113725,0.415686,3,?
2496,'2018/02/25 22:28:50:338',20,-0.198561,-0.114506,-0.96409,0.380392,0.482353,0.498039,0.498039,0.537255,0.462745,0.262745,0.498039,3,?
2497,'2018/02/25 22:28:50:362',20,-0.202803,-0.117055,-0.993623,0.392157,0.486275,0.596078,0.509804,0.47451,0.427451,0.6,0.47451,3,?
2498,'2018/02/25 22:28:50:394',20,-0.209667,-0.122585,-1.047959,0.639216,0.494118,0.501961,0.513726,0.486275,0.435294,0.509804,0.592157,3,?
2499,'2018/02/25 22:28:50:427',20,-0.213966,-0.126508,-1.075601,0.513726,0.501961,0.509804,0.454902,0.501961,0.482353,0.607843,0.270588,3,?
2500,'2018/02/25 22:28:50:456',20,-0.222821,-0.136387,-1.126279,0.631373,0.454902,0.396078,0.505882,0.494118,0.384314,0.094118,0.396078,3,?
2501,'2018/02/25 22:28:50:493',20,-0.226415,-0.140346,-1.152633,0.807843,0.486275,0.466667,0.537255,0.521569,0.658824,0.709804,0.615686,3,?
2502,'2018/02/25 22:28:50:498',20,-0.229894,-0.146263,-1.174184,0.458824,0.443137,0.513726,0.494118,0.498039,0.556863,0.658824,0.305882,3,?
2503,'2018/02/25 22:28:50:526',20,-0.233143,-0.151766,-1.191433,0.501961,0.517647,0.517647,0.505882,0.494118,0.560784,0.564706,0.929412,3,?
2504,'2018/02/25 22:28:50:556',20,-0.236303,-0.159003,-1.227931,0.454902,0.505882,0.466667,0.478431,0.47451,0.47451,0.494118,0.505882,3,?
2505,'2018/02/25 22:28:50:593',20,-0.237236,-0.161246,-1.244717,0.807843,0.466667,0.384314,0.498039,0.462745,0.396078,-0.003922,0.411765,3,?
2506,'2018/02/25 22:28:50:601',20,-0.238107,-0.163337,-1.259765,0.533333,0.552941,0.435294,0.443137,0.482353,0.458824,0.184314,0.396078,3,?
2507,'2018/02/25 22:28:50:627',20,-0.238222,-0.163081,-1.273193,0.458824,0.458824,0.345098,0.470588,0.494118,0.533333,0.560784,0.286275,3,?
2508,'2018/02/25 22:28:50:656',20,-0.236988,-0.161015,-1.277017,0.439216,0.529412,0.533333,0.462745,0.490196,0.517647,0.858824,0.643137,3,?
2509,'2018/02/25 22:28:50:693',20,-0.227142,-0.151516,-1.232747,0.25098,0.447059,0.478431,0.505882,0.482353,0.54902,0.721569,0.447059,3,?
2510,'2018/02/25 22:28:50:704',20,-0.227142,-0.151516,-1.232747,0.552941,0.537255,0.627451,0.513726,0.509804,0.509804,0.403922,0.658824,3,?
2511,'2018/02/25 22:28:50:728',20,-0.223134,-0.146532,-1.21789,0.545098,0.419608,0.564706,0.443137,0.447059,0.411765,0.203922,0.360784,3,?
2512,'2018/02/25 22:28:50:758',20,-0.216827,-0.134219,-1.189214,0.4,0.380392,0.517647,0.6,0.584314,0.513726,0.411765,0.729412,3,?
2513,'2018/02/25 22:28:50:794',20,-0.216471,-0.128879,-1.182832,0.607843,0.521569,0.376471,0.454902,0.560784,0.647059,0.823529,0.556863,3,?
2514,'2018/02/25 22:28:50:822',20,-0.217288,-0.120097,-1.183587,0.537255,0.52549,0.478431,0.509804,0.490196,0.533333,0.584314,0.447059,3,?
2515,'2018/02/25 22:28:50:856',20,-0.219615,-0.112729,-1.188019,0.478431,0.490196,0.415686,0.596078,0.52549,0.501961,0.439216,0.45098,3,?
2516,'2018/02/25 22:28:50:863',20,-0.219615,-0.112729,-1.188019,0.494118,0.517647,0.639216,0.392157,0.376471,0.384314,0.427451,0.364706,3,?
2517,'2018/02/25 22:28:50:890',20,-0.221713,-0.111184,-1.188914,0.505882,0.466667,0.470588,0.47451,0.45098,0.447059,0.545098,0.509804,3,?
2518,'2018/02/25 22:28:50:923',20,-0.227049,-0.113836,-1.1942,0.67451,0.572549,0.435294,0.482353,0.517647,0.560784,0.721569,0.745098,3,?
2519,'2018/02/25 22:28:50:955',20,-0.234243,-0.120755,-1.219053,0.298039,0.486275,0.376471,0.435294,0.454902,0.501961,0.223529,0.368627,3,?
2520,'2018/02/25 22:28:50:966',20,-0.234243,-0.120755,-1.219053,0.298039,0.486275,0.376471,0.435294,0.454902,0.501961,0.223529,0.368627,3,?
2521,'2018/02/25 22:28:50:992',20,-0.23855,-0.125875,-1.233746,0.470588,0.482353,0.411765,0.490196,0.588235,0.494118,0.45098,0.611765,3,?
2522,'2018/02/25 22:29:28:017',21,-0.188012,-0.259067,-0.154465,0.258824,0.454902,0.298039,0.576471,0.537255,0.505882,0.478431,0.541176,1,?
2523,'2018/02/25 22:29:28:028',21,-0.188012,-0.259067,-0.154465,0.258824,0.454902,0.298039,0.576471,0.537255,0.505882,0.478431,0.541176,1,?
2524,'2018/02/25 22:29:28:056',21,-0.188979,-0.258907,-0.155719,0.568627,0.466667,0.388235,0.352941,0.439216,0.466667,0.462745,0.384314,1,?
2525,'2018/02/25 22:29:28:087',21,-0.189298,-0.259329,-0.157019,0.596078,0.529412,0.403922,0.627451,0.584314,0.529412,0.486275,0.52549,1,?
2526,'2018/02/25 22:29:28:119',21,-0.190683,-0.259792,-0.155562,0.419608,0.513726,0.294118,0.133333,0.466667,0.447059,0.47451,0.466667,1,?
2527,'2018/02/25 22:29:28:152',21,-0.190826,-0.259813,-0.15443,0.466667,0.501961,0.729412,0.458824,0.466667,0.478431,0.666667,0.498039,1,?
2528,'2018/02/25 22:29:28:157',21,-0.189981,-0.259724,-0.154294,0.466667,0.501961,0.729412,0.458824,0.466667,0.478431,0.666667,0.498039,1,?
2529,'2018/02/25 22:29:28:185',21,-0.189474,-0.259344,-0.153515,0.588235,0.470588,0.262745,0.6,0.478431,0.47451,0.588235,0.494118,1,?
2530,'2018/02/25 22:29:28:218',21,-0.189714,-0.258828,-0.150794,0.431373,0.482353,0.341176,0.298039,0.47451,0.501961,0.47451,0.298039,1,?
2531,'2018/02/25 22:29:28:251',21,-0.190687,-0.258064,-0.146269,0.462745,0.521569,0.839216,0.160784,0.407843,0.505882,0.482353,0.560784,1,?
2532,'2018/02/25 22:29:28:285',21,-0.191315,-0.256876,-0.14382,0.607843,0.482353,0.803922,0.870588,0.509804,0.396078,0.313726,0.45098,1,?
2533,'2018/02/25 22:29:28:288',21,-0.191315,-0.256876,-0.14382,0.607843,0.482353,0.803922,0.870588,0.509804,0.396078,0.313726,0.45098,1,?
2534,'2018/02/25 22:29:28:318',21,-0.191976,-0.256351,-0.140682,0.47451,0.490196,0.517647,0.223529,0.341176,0.180392,0.556863,0.305882,1,?
2535,'2018/02/25 22:29:28:352',21,-0.191556,-0.258611,-0.14712,0.47451,0.556863,0.603922,0.305882,0.737255,0.835294,0.560784,0.490196,1,?
2536,'2018/02/25 22:29:28:381',21,-0.185889,-0.262844,-0.179504,0.376471,0.478431,0.235294,0.717647,0.607843,0.490196,0.47451,0.580392,1,?
2537,'2018/02/25 22:29:28:390',21,-0.185889,-0.262844,-0.179504,0.376471,0.478431,0.235294,0.717647,0.607843,0.490196,0.47451,0.580392,1,?
2538,'2018/02/25 22:29:28:418',21,-0.181564,-0.261063,-0.183407,0.690196,0.517647,0.537255,0.231373,0.278431,0.564706,0.564706,0.419608,1,?
2539,'2018/02/25 22:29:28:448',21,-0.181888,-0.260886,-0.178912,0.603922,0.486275,0.388235,0.435294,0.321569,0.470588,0.419608,0.501961,1,?
2540,'2018/02/25 22:29:28:520',21,-0.181617,-0.26142,-0.180766,0.431373,0.505882,0.823529,0.768628,0.666667,0.556863,0.576471,0.486275,1,?
2541,'2018/02/25 22:29:28:520',21,-0.181617,-0.26142,-0.180766,0.52549,0.435294,0.015686,0.643137,0.74902,0.603922,0.505882,0.639216,1,?
2542,'2018/02/25 22:29:28:520',21,-0.181568,-0.262099,-0.177739,0.282353,0.458824,0.419608,0.231373,0.560784,0.494118,0.372549,0.458824,1,?
2543,'2018/02/25 22:29:28:550',21,-0.182081,-0.262998,-0.173992,0.623529,0.509804,0.227451,0.435294,0.301961,0.419608,0.627451,0.529412,1,?
2544,'2018/02/25 22:29:28:582',21,-0.181512,-0.265902,-0.179806,0.239216,0.541176,0.321569,0.466667,0.490196,0.639216,0.431373,0.541176,1,?
2545,'2018/02/25 22:29:28:593',21,-0.181512,-0.265902,-0.179806,0.239216,0.541176,0.321569,0.466667,0.490196,0.639216,0.431373,0.541176,1,?
2546,'2018/02/25 22:29:28:618',21,-0.180057,-0.268751,-0.178775,0.572549,0.47451,0.356863,0.682353,0.745098,0.752941,0.458824,0.384314,1,?
2547,'2018/02/25 22:29:28:650',21,-0.180227,-0.269719,-0.169965,0.584314,0.552941,0.517647,0.611765,0.701961,0.870588,0.439216,0.466667,1,?
2548,'2018/02/25 22:29:28:682',21,-0.17841,-0.271229,-0.180407,0.737255,0.52549,0.862745,0.721569,0.458824,0.490196,0.643137,0.588235,1,?
2549,'2018/02/25 22:29:28:719',21,-0.177539,-0.271213,-0.168836,0.45098,0.443137,0.270588,0.443137,0.443137,0.466667,0.380392,0.501961,1,?
2550,'2018/02/25 22:29:28:721',21,-0.177539,-0.271213,-0.168836,0.45098,0.443137,0.270588,0.443137,0.443137,0.466667,0.380392,0.501961,1,?
2551,'2018/02/25 22:29:28:747',21,-0.179367,-0.270703,-0.152125,0.529412,0.588235,0.8,0.360784,0.439216,0.407843,0.470588,0.439216,1,?
2552,'2018/02/25 22:29:28:785',21,-0.181397,-0.269119,-0.124684,0.388235,0.537255,0.427451,0.360784,0.447059,0.654902,0.607843,0.529412,1,?
2553,'2018/02/25 22:29:28:816',21,-0.184458,-0.265475,-0.082079,0.588235,0.556863,0.301961,0.996078,0.458824,0.458824,0.486275,0.537255,1,?
2554,'2018/02/25 22:29:28:823',21,-0.184458,-0.265475,-0.082079,0.588235,0.556863,0.301961,0.996078,0.458824,0.458824,0.486275,0.537255,1,?
2555,'2018/02/25 22:29:28:848',21,-0.186243,-0.262979,-0.059295,0.666667,0.419608,0.545098,0.368627,0.415686,0.411765,0.627451,0.654902,1,?
2556,'2018/02/25 22:29:28:883',21,-0.191402,-0.257319,-0.003232,0.392157,0.364706,0.776471,0.996078,0.470588,0.407843,0.286275,0.537255,1,?
2557,'2018/02/25 22:29:28:918',21,-0.201073,-0.25094,0.065264,0.729412,0.478431,0.180392,0,0.431373,0.47451,0.329412,0.372549,1,?
2558,'2018/02/25 22:29:28:927',21,-0.201073,-0.25094,0.065264,0.729412,0.478431,0.180392,0,0.431373,0.47451,0.329412,0.372549,1,?
2559,'2018/02/25 22:29:28:951',21,-0.207976,-0.247823,0.106528,0.231373,0.537255,0.67451,0.572549,0.415686,0.584314,0.756863,0.529412,1,?
2560,'2018/02/25 22:29:28:981',21,-0.223865,-0.242996,0.196682,0.803922,0.564706,0.776471,0.737255,0.588235,0.415686,-0.003922,0.533333,1,?
2561,'2018/02/25 22:29:29:015',21,-0.23194,-0.242104,0.244658,0.705882,0.407843,0.576471,0.388235,0.52549,0.482353,0.215686,0.337255,1,?
2562,'2018/02/25 22:29:29:048',21,-0.248489,-0.243657,0.33738,0.65098,0.486275,0.027451,0.894118,0.592157,0.541176,0.607843,0.521569,1,?
2563,'2018/02/25 22:29:29:055',21,-0.255828,-0.244818,0.381096,0.470588,0.47451,0.560784,0.321569,0.517647,0.533333,0.317647,0.431373,1,?
2564,'2018/02/25 22:29:29:080',21,-0.262794,-0.246616,0.422534,0.388235,0.635294,0.682353,0.529412,0.392157,0.266667,0.317647,0.278431,1,?
2565,'2018/02/25 22:29:29:116',21,-0.27818,-0.24987,0.50041,0.572549,0.529412,0.588235,0.611765,0.580392,0.839216,0.752941,0.686275,1,?
