@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute myo1-1 numeric
@attribute myo1-2 numeric
@attribute myo1-3 numeric
@attribute myo1-4 numeric
@attribute myo1-5 numeric
@attribute myo1-6 numeric
@attribute myo1-7 numeric
@attribute myo1-8 numeric
@attribute myo1-9 numeric
@attribute myo1-10 numeric
@attribute myo1-11 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 numeric

@data
852,'2018/02/25 22:22:30:949',8,-0.32722,-0.211065,-0.160897,0.509804,0.584314,0.807843,0.419608,0.596078,0.560784,0.317647,0.521569,?,?
853,'2018/02/25 22:22:30:980',8,-0.32751,-0.211015,-0.16188,0.447059,0.384314,0.537255,0.784314,0.545098,0.596078,0.364706,0.262745,?,?
854,'2018/02/25 22:22:31:016',8,-0.328072,-0.211211,-0.159802,0.619608,0.537255,0.121569,0.243137,0.462745,0.337255,0.309804,0.470588,?,?
855,'2018/02/25 22:22:31:046',8,-0.327817,-0.211409,-0.159666,0.384314,0.262745,-0.003922,0.286275,0.372549,0.666667,0.905882,0.556863,?,?
856,'2018/02/25 22:22:31:054',8,-0.327908,-0.21203,-0.158178,0.654902,0.411765,-0.003922,0.478431,0.67451,0.619608,0.584314,0.647059,?,?
857,'2018/02/25 22:22:31:082',8,-0.328696,-0.212239,-0.158945,0.686275,0.513726,0.996078,0.92549,0.521569,0.635294,0.482353,0.576471,?,?
858,'2018/02/25 22:22:31:117',8,-0.329486,-0.211962,-0.156175,0.807843,0.54902,0.552941,0.176471,0.364706,0.384314,0.458824,0.427451,?,?
859,'2018/02/25 22:22:31:148',8,-0.329696,-0.211571,-0.156708,0.380392,0.411765,0.796079,0.321569,0.337255,0.219608,0.247059,0.2,?,?
860,'2018/02/25 22:22:31:157',8,-0.329733,-0.210956,-0.159562,0.498039,0.478431,0.741176,0.447059,0.6,0.470588,0.270588,0.517647,?,?
861,'2018/02/25 22:22:31:184',8,-0.330521,-0.210608,-0.159287,0.517647,0.521569,0.341176,0.556863,0.509804,0.494118,0.239216,0.615686,?,?
862,'2018/02/25 22:22:31:216',8,-0.330817,-0.210101,-0.159087,0.172549,0.431373,0.54902,0.717647,0.396078,0.352941,0.384314,0.470588,?,?
863,'2018/02/25 22:22:31:248',8,-0.330716,-0.209849,-0.160523,0.333333,0.556863,0.764706,0.890196,0.486275,0.498039,0.686275,0.290196,?,?
864,'2018/02/25 22:22:31:281',8,-0.330771,-0.20939,-0.161456,0.517647,0.490196,0.403922,0.34902,0.584314,0.741176,0.576471,0.537255,?,?
865,'2018/02/25 22:22:31:287',8,-0.330771,-0.20939,-0.161456,0.517647,0.490196,0.403922,0.34902,0.584314,0.741176,0.576471,0.537255,?,?
866,'2018/02/25 22:22:31:316',8,-0.330228,-0.209843,-0.162932,0.537255,0.552941,0.317647,0.188235,0.415686,0.517647,0.529412,0.486275,?,?
867,'2018/02/25 22:22:31:350',8,-0.330265,-0.210216,-0.163619,0.415686,0.494118,0.341176,0.541176,0.556863,0.588235,0.882353,0.6,?,?
868,'2018/02/25 22:22:31:381',8,-0.32841,-0.211159,-0.162902,0.478431,0.478431,0.419608,0.529412,0.529412,0.380392,0.345098,0.490196,?,?
869,'2018/02/25 22:22:31:420',8,-0.323969,-0.21414,-0.166851,0.454902,0.509804,0.941177,0.439216,0.352941,0.290196,0.431373,0.415686,?,?
870,'2018/02/25 22:22:31:420',8,-0.323969,-0.21414,-0.166851,0.454902,0.509804,0.941177,0.439216,0.352941,0.290196,0.431373,0.415686,?,?
871,'2018/02/25 22:22:31:446',8,-0.319678,-0.215854,-0.177996,0.486275,0.490196,0.403922,0.666667,0.737255,0.65098,0.470588,0.533333,?,?
872,'2018/02/25 22:22:31:482',8,-0.31534,-0.220946,-0.199788,0.764706,0.407843,0.603922,0.6,0.462745,0.301961,0.682353,0.678431,?,?
873,'2018/02/25 22:22:31:514',8,-0.31741,-0.22076,-0.189972,0.298039,0.32549,0.533333,0.466667,0.505882,0.4,0.572549,0.290196,?,?
874,'2018/02/25 22:22:31:553',8,-0.320586,-0.220015,-0.161645,0.6,0.470588,0.392157,0.031373,0.411765,0.435294,0.423529,0.705882,?,?
875,'2018/02/25 22:22:31:553',8,-0.320586,-0.220015,-0.161645,0.6,0.470588,0.392157,0.031373,0.411765,0.435294,0.423529,0.705882,?,?
876,'2018/02/25 22:22:31:581',8,-0.327115,-0.218535,-0.155864,0.305882,0.466667,0.627451,0.403922,0.635294,0.686275,0.419608,0.141176,?,?
877,'2018/02/25 22:22:31:617',8,-0.332659,-0.223914,-0.132334,0.819608,0.415686,0.164706,0.898039,0.537255,0.478431,0.490196,0.541176,?,?
878,'2018/02/25 22:22:31:645',8,-0.337042,-0.230019,-0.118897,0.533333,0.427451,0.219608,0.082353,0.25098,0.403922,0.317647,0.333333,?,?
879,'2018/02/25 22:22:31:655',8,-0.337042,-0.230019,-0.118897,0.611765,0.552941,0.952941,0.454902,0.615686,0.458824,0.415686,0.596078,?,?
880,'2018/02/25 22:22:31:680',8,-0.3551,-0.249208,-0.046435,0.501961,0.533333,0.286275,0.129412,0.439216,0.490196,0.517647,0.698039,?,?
881,'2018/02/25 22:22:31:716',8,-0.366939,-0.258595,-0.006717,0.215686,0.478431,0.678431,0.592157,0.564706,0.541176,0.392157,0.411765,?,?
882,'2018/02/25 22:22:31:749',8,-0.39244,-0.27239,0.026835,0.603922,0.545098,0.458824,0.254902,0.592157,0.537255,0.494118,0.615686,?,?
883,'2018/02/25 22:22:31:779',8,-0.41639,-0.286481,0.035216,0.713726,0.427451,0.333333,0.266667,0.384314,0.54902,0.513726,0.47451,?,?
884,'2018/02/25 22:22:31:784',8,-0.41639,-0.286481,0.035216,0.713726,0.427451,0.333333,0.266667,0.384314,0.54902,0.513726,0.47451,?,?
885,'2018/02/25 22:22:31:818',8,-0.436857,-0.298938,0.028779,0.537255,0.662745,0.678431,0.996078,0.619608,0.501961,0.4,0.196078,?,?
886,'2018/02/25 22:22:31:849',8,-0.445554,-0.303489,0.016603,0.419608,0.498039,0.690196,0.615686,0.482353,0.564706,0.705882,0.670588,?,?
887,'2018/02/25 22:22:31:878',8,-0.45397,-0.314025,-0.034458,0.631373,0.545098,0.760784,0.121569,0.466667,0.611765,0.847059,0.701961,?,?
888,'2018/02/25 22:22:31:916',8,-0.458486,-0.32064,-0.060834,0.686275,0.584314,0.721569,0.133333,0.4,0.352941,0.694118,0.592157,?,?
889,'2018/02/25 22:22:31:921',8,-0.458486,-0.32064,-0.060834,0.686275,0.584314,0.721569,0.133333,0.4,0.352941,0.694118,0.592157,?,?
890,'2018/02/25 22:22:31:949',8,-0.460449,-0.323299,-0.058134,0.2,0.188235,-0.003922,0.066667,0.560784,0.580392,0.533333,0.419608,?,?
891,'2018/02/25 22:22:31:979',8,-0.458584,-0.328778,-0.095367,0.596078,0.494118,0.745098,0.521569,0.458824,0.482353,0.368627,0.560784,?,?
892,'2018/02/25 22:22:32:016',8,-0.457946,-0.330042,-0.107678,0.537255,0.443137,0.772549,0.603922,0.482353,0.427451,0.176471,0.498039,?,?
893,'2018/02/25 22:22:32:046',8,-0.456169,-0.333076,-0.107267,0.705882,0.631373,0.529412,0.996078,0.635294,0.392157,0.298039,0.501961,?,?
894,'2018/02/25 22:22:32:050',8,-0.456169,-0.333076,-0.107267,0.705882,0.631373,0.529412,0.996078,0.635294,0.392157,0.298039,0.501961,?,?
895,'2018/02/25 22:22:32:089',8,-0.449042,-0.332834,-0.1388,0.560784,0.482353,0.592157,0.541176,0.376471,0.376471,0.619608,0.572549,?,?
896,'2018/02/25 22:22:32:125',8,-0.447278,-0.331706,-0.149769,0.262745,0.419608,0.176471,0.082353,0.294118,-0.003922,0.760784,0.305882,?,?
897,'2018/02/25 22:22:32:147',8,-0.445097,-0.32972,-0.158954,0.247059,0.498039,0.258824,0.701961,0.580392,0.521569,0.290196,0.47451,?,?
898,'2018/02/25 22:22:32:152',8,-0.445097,-0.32972,-0.158954,0.247059,0.498039,0.258824,0.701961,0.580392,0.521569,0.290196,0.47451,?,?
899,'2018/02/25 22:22:32:179',8,-0.436252,-0.323059,-0.181421,0.792157,0.588235,0.341176,0.345098,0.486275,0.490196,0.282353,0.521569,?,?
900,'2018/02/25 22:22:32:215',8,-0.428954,-0.315724,-0.181045,0.694118,0.596078,0.098039,0.960784,0.627451,0.537255,0.760784,0.619608,?,?
901,'2018/02/25 22:22:32:246',8,-0.42622,-0.31258,-0.179888,0.270588,0.513726,0.133333,0.164706,0.694118,0.498039,0.537255,0.623529,?,?
902,'2018/02/25 22:22:32:282',8,-0.420227,-0.306754,-0.185327,0.345098,0.592157,0.529412,0.996078,0.658824,0.862745,0.372549,0.32549,?,?
903,'2018/02/25 22:22:32:284',8,-0.420227,-0.306754,-0.185327,0.345098,0.592157,0.529412,0.996078,0.658824,0.862745,0.372549,0.32549,?,?
904,'2018/02/25 22:22:32:313',8,-0.419919,-0.304918,-0.180763,0.247059,0.560784,0.701961,0.023529,0.34902,0.454902,0.341176,0.356863,?,?
905,'2018/02/25 22:22:32:348',8,-0.417469,-0.302407,-0.181073,0.647059,0.529412,0.223529,0.686275,0.431373,0.282353,0.305882,0.380392,?,?
906,'2018/02/25 22:22:32:381',8,-0.412877,-0.299695,-0.181598,0.411765,0.470588,0.741176,0.929412,0.298039,0.572549,0.898039,0.596078,?,?
907,'2018/02/25 22:22:32:413',8,-0.412134,-0.299132,-0.178892,0.317647,0.454902,0.631373,0.721569,0.603922,0.658824,0.560784,0.32549,?,?
908,'2018/02/25 22:22:32:416',8,-0.412134,-0.299132,-0.178892,0.317647,0.454902,0.631373,0.721569,0.603922,0.658824,0.560784,0.32549,?,?
909,'2018/02/25 22:22:32:449',8,-0.410266,-0.297174,-0.171639,0.705882,0.537255,0.972549,0.635294,0.482353,0.352941,0.435294,0.521569,?,?
910,'2018/02/25 22:22:32:480',8,-0.40829,-0.295837,-0.171778,0.576471,0.501961,0.364706,0.235294,0.380392,0.360784,0.345098,0.443137,?,?
911,'2018/02/25 22:22:32:513',8,-0.408506,-0.295047,-0.168615,0.796079,0.447059,0.321569,0.431373,0.517647,0.996078,0.619608,0.537255,?,?
912,'2018/02/25 22:22:32:516',8,-0.4083,-0.295,-0.166231,0.796079,0.447059,0.321569,0.431373,0.517647,0.996078,0.619608,0.537255,?,?
913,'2018/02/25 22:22:32:547',8,-0.408281,-0.294729,-0.166686,0.505882,0.435294,0.643137,0.486275,0.462745,0.564706,0.517647,0.176471,?,?
914,'2018/02/25 22:22:32:579',8,-0.407763,-0.294419,-0.172502,0.74902,0.454902,0.227451,0.478431,0.423529,0.282353,0.321569,0.494118,?,?
915,'2018/02/25 22:22:32:613',8,-0.407763,-0.294419,-0.172502,0.639216,0.505882,0.282353,0.466667,0.384314,0.47451,0.588235,0.592157,?,?
916,'2018/02/25 22:22:32:622',8,-0.407444,-0.294407,-0.172039,0.447059,0.352941,0.380392,0.521569,0.388235,0.545098,0.423529,0.533333,?,?
917,'2018/02/25 22:22:32:645',8,-0.406827,-0.294543,-0.171838,0.564706,0.458824,0.733333,0.858824,0.556863,0.596078,0.411765,0.329412,?,?
918,'2018/02/25 22:22:32:676',8,-0.405649,-0.294163,-0.171304,0.462745,0.568627,0.603922,0.439216,0.576471,0.560784,0.466667,0.666667,?,?
919,'2018/02/25 22:22:32:714',8,-0.404379,-0.292419,-0.167389,0.47451,0.431373,-0.003922,0.082353,0.486275,0.564706,0.501961,0.72549,?,?
920,'2018/02/25 22:22:32:722',8,-0.404379,-0.292419,-0.167389,0.415686,0.596078,0.870588,0.380392,0.521569,0.556863,0.294118,0.47451,?,?
921,'2018/02/25 22:22:32:749',8,-0.404145,-0.290149,-0.165192,0.494118,0.490196,0.47451,0.494118,0.415686,0.372549,0.698039,0.552941,?,?
922,'2018/02/25 22:22:32:779',8,-0.404385,-0.288729,-0.163776,0.760784,0.560784,0.807843,0.498039,0.466667,0.458824,0.372549,0.564706,?,?
923,'2018/02/25 22:22:32:809',8,-0.404869,-0.28816,-0.161437,0.164706,0.490196,0.890196,0.533333,0.47451,0.576471,0.341176,0.415686,?,?
924,'2018/02/25 22:22:32:844',8,-0.405839,-0.287368,-0.159052,0.498039,0.45098,0.078431,0.301961,0.490196,0.403922,0.517647,0.521569,?,?
925,'2018/02/25 22:22:32:853',8,-0.405839,-0.287368,-0.159052,0.498039,0.45098,0.078431,0.301961,0.490196,0.403922,0.517647,0.521569,?,?
926,'2018/02/25 22:22:32:878',8,-0.40578,-0.286861,-0.159661,0.709804,0.47451,0.505882,0.917647,0.666667,0.607843,0.698039,0.658824,?,?
927,'2018/02/25 22:22:32:910',8,-0.405439,-0.286449,-0.158517,0.364706,0.501961,0.580392,0.745098,0.509804,0.560784,0.52549,0.439216,?,?
928,'2018/02/25 22:22:32:946',8,-0.405391,-0.286048,-0.150255,0.447059,0.517647,0.564706,0.572549,0.556863,0.47451,0.427451,0.635294,?,?
929,'2018/02/25 22:22:32:979',8,-0.405285,-0.286112,-0.144181,0.223529,0.45098,0.321569,0.631373,0.47451,0.431373,0.4,0.360784,?,?
930,'2018/02/25 22:22:33:010',8,-0.407562,-0.286633,-0.12746,0.509804,0.52549,0.615686,0.509804,0.541176,0.427451,0.32549,0.482353,?,?
931,'2018/02/25 22:22:33:042',8,-0.409885,-0.287661,-0.118363,0.768628,0.462745,-0.003922,0.878431,0.615686,0.498039,0.341176,0.427451,?,?
932,'2018/02/25 22:22:33:052',8,-0.409885,-0.287661,-0.118363,0.768628,0.462745,-0.003922,0.878431,0.615686,0.498039,0.341176,0.427451,?,?
933,'2018/02/25 22:22:33:079',8,-0.410083,-0.286266,-0.120002,0.603922,0.513726,0.764706,0.819608,0.537255,0.431373,0.4,0.509804,?,?
934,'2018/02/25 22:22:33:109',8,-0.410756,-0.286129,-0.119684,0.454902,0.466667,0.713726,0.639216,0.47451,0.478431,0.505882,0.572549,?,?
935,'2018/02/25 22:22:33:146',8,-0.411526,-0.285814,-0.122554,0.529412,0.52549,0.662745,0.513726,0.47451,0.392157,0.392157,0.443137,?,?
936,'2018/02/25 22:22:33:152',8,-0.411526,-0.285814,-0.122554,0.529412,0.52549,0.662745,0.513726,0.47451,0.392157,0.392157,0.443137,?,?
937,'2018/02/25 22:22:33:178',8,-0.410407,-0.28485,-0.12555,0.533333,0.505882,0.635294,0.333333,0.423529,0.431373,0.247059,0.431373,?,?
938,'2018/02/25 22:22:33:213',8,-0.40809,-0.282375,-0.128494,0.360784,0.462745,0.305882,0.54902,0.545098,0.54902,0.439216,0.458824,?,?
939,'2018/02/25 22:22:33:246',8,-0.406795,-0.283817,-0.120537,0.435294,0.533333,0.580392,0.207843,0.317647,0.388235,0.466667,0.45098,?,?
940,'2018/02/25 22:22:33:274',8,-0.404336,-0.288104,-0.122792,0.494118,0.54902,0.301961,0.878431,0.717647,0.662745,0.552941,0.505882,?,?
941,'2018/02/25 22:22:33:281',8,-0.398075,-0.291062,-0.124575,0.458824,0.341176,0.168627,0.372549,-0.003922,0.286275,0.454902,0.470588,?,?
942,'2018/02/25 22:22:33:313',8,-0.386394,-0.288299,-0.130439,0.482353,0.490196,0.654902,0.403922,0.505882,0.427451,0.509804,0.509804,?,?
943,'2018/02/25 22:22:33:342',8,-0.356198,-0.279388,-0.133838,0.505882,0.494118,0.290196,0.552941,0.184314,0.423529,0.454902,0.466667,?,?
944,'2018/02/25 22:22:33:383',8,-0.341217,-0.275598,-0.138406,0.635294,0.733333,0.686275,0.584314,0.658824,0.537255,0.505882,0.517647,?,?
945,'2018/02/25 22:22:33:409',8,-0.337479,-0.274101,-0.132716,0.52549,0.470588,0.780392,0.447059,0.682353,0.596078,0.513726,0.505882,?,?
946,'2018/02/25 22:22:33:416',8,-0.337479,-0.274101,-0.132716,0.52549,0.470588,0.780392,0.447059,0.682353,0.596078,0.513726,0.505882,?,?
947,'2018/02/25 22:22:33:444',8,-0.332389,-0.268773,-0.124188,0.501961,0.592157,0.654902,0.521569,0.576471,0.54902,0.509804,0.490196,?,?
948,'2018/02/25 22:22:33:480',8,-0.325852,-0.263888,-0.12375,0.513726,0.509804,0.505882,0.47451,0.533333,0.501961,0.505882,0.509804,?,?
949,'2018/02/25 22:22:33:508',8,-0.30291,-0.247159,-0.131487,0.498039,0.47451,0.443137,0.494118,0.517647,0.529412,0.505882,0.494118,?,?
950,'2018/02/25 22:22:33:520',8,-0.30291,-0.247159,-0.131487,0.509804,0.439216,0.388235,0.458824,0.47451,0.541176,0.494118,0.494118,?,?
951,'2018/02/25 22:22:33:545',8,-0.265717,-0.215751,-0.151643,0.486275,0.470588,0.364706,0.486275,0.529412,0.568627,0.513726,0.501961,?,?
952,'2018/02/25 22:22:33:578',8,-0.238176,-0.196014,-0.169601,0.498039,0.521569,0.529412,0.498039,0.478431,0.396078,0.47451,0.490196,?,?
953,'2018/02/25 22:22:33:616',8,-0.170272,-0.143409,-0.201261,0.498039,0.513726,0.494118,0.509804,0.482353,0.423529,0.494118,0.498039,?,?
954,'2018/02/25 22:22:33:645',8,-0.108218,-0.085106,-0.219049,0.494118,0.486275,0.490196,0.486275,0.513726,0.505882,0.498039,0.490196,?,?
955,'2018/02/25 22:22:33:647',8,-0.108218,-0.085106,-0.219049,0.494118,0.486275,0.490196,0.486275,0.513726,0.505882,0.498039,0.490196,?,?
956,'2018/02/25 22:22:56:225',9,0.020821,-0.156144,-0.28012,0.494118,0.501961,0.545098,0.490196,0.478431,0.490196,0.490196,0.490196,?,?
957,'2018/02/25 22:22:56:257',9,0.021079,-0.155614,-0.279636,0.490196,0.490196,0.427451,0.498039,0.533333,0.505882,0.505882,0.498039,?,?
958,'2018/02/25 22:22:56:287',9,0.021297,-0.155094,-0.278663,0.498039,0.498039,0.533333,0.478431,0.470588,0.490196,0.490196,0.494118,?,?
959,'2018/02/25 22:22:56:322',9,0.021297,-0.155094,-0.278663,0.498039,0.482353,0.427451,0.529412,0.576471,0.521569,0.494118,0.498039,?,?
960,'2018/02/25 22:22:56:325',9,0.021297,-0.155094,-0.278663,0.498039,0.482353,0.427451,0.529412,0.576471,0.521569,0.494118,0.498039,?,?
961,'2018/02/25 22:22:56:350',9,0.021015,-0.155128,-0.278137,0.490196,0.494118,0.52549,0.494118,0.494118,0.486275,0.494118,0.494118,?,?
962,'2018/02/25 22:22:56:377',9,0.020718,-0.155415,-0.277006,0.494118,0.482353,0.513726,0.505882,0.568627,0.501961,0.501961,0.494118,?,?
963,'2018/02/25 22:22:56:405',9,0.02067,-0.155424,-0.276389,0.490196,0.494118,0.447059,0.466667,0.501961,0.498039,0.486275,0.490196,?,?
964,'2018/02/25 22:22:56:439',9,0.02067,-0.155424,-0.276389,0.498039,0.482353,0.462745,0.498039,0.509804,0.490196,0.498039,0.490196,?,?
965,'2018/02/25 22:22:56:454',9,0.02067,-0.155424,-0.276389,0.494118,0.482353,0.458824,0.486275,0.454902,0.494118,0.494118,0.490196,?,?
966,'2018/02/25 22:22:56:533',9,0.020527,-0.154954,-0.276992,0.498039,0.490196,0.482353,0.478431,0.478431,0.494118,0.490196,0.498039,?,?
967,'2018/02/25 22:22:56:534',9,0.020537,-0.154954,-0.277119,0.494118,0.494118,0.521569,0.509804,0.501961,0.494118,0.490196,0.498039,?,?
968,'2018/02/25 22:22:56:559',9,0.020537,-0.154954,-0.277119,0.494118,0.498039,0.470588,0.486275,0.505882,0.501961,0.501961,0.498039,?,?
969,'2018/02/25 22:22:56:584',9,0.020519,-0.154832,-0.277114,0.494118,0.482353,0.52549,0.470588,0.509804,0.517647,0.498039,0.490196,?,?
970,'2018/02/25 22:22:56:612',9,0.020413,-0.155092,-0.276861,0.501961,0.501961,0.415686,0.486275,0.494118,0.494118,0.494118,0.501961,?,?
971,'2018/02/25 22:22:56:640',9,0.020395,-0.15497,-0.276856,0.498039,0.501961,0.552941,0.501961,0.517647,0.494118,0.498039,0.494118,?,?
972,'2018/02/25 22:22:56:669',9,0.020395,-0.15497,-0.276856,0.498039,0.505882,0.501961,0.478431,0.501961,0.490196,0.498039,0.494118,?,?
973,'2018/02/25 22:22:56:692',9,0.020537,-0.154954,-0.277119,0.490196,0.509804,0.52549,0.505882,0.482353,0.494118,0.486275,0.498039,?,?
974,'2018/02/25 22:22:56:716',9,0.020802,-0.154788,-0.277622,0.490196,0.454902,0.407843,0.494118,0.454902,0.47451,0.482353,0.486275,?,?
975,'2018/02/25 22:22:56:742',9,0.020802,-0.154788,-0.277622,0.498039,0.482353,0.482353,0.470588,0.470588,0.490196,0.501961,0.486275,?,?
976,'2018/02/25 22:22:56:770',9,0.020792,-0.154788,-0.277496,0.490196,0.490196,0.494118,0.482353,0.478431,0.486275,0.494118,0.494118,?,?
977,'2018/02/25 22:22:56:796',9,0.020674,-0.154562,-0.277982,0.494118,0.494118,0.462745,0.494118,0.478431,0.501961,0.494118,0.501961,?,?
978,'2018/02/25 22:22:56:821',9,0.020707,-0.154308,-0.278842,0.498039,0.494118,0.517647,0.505882,0.517647,0.513726,0.505882,0.498039,?,?
979,'2018/02/25 22:22:56:855',9,0.020614,-0.153585,-0.280558,0.494118,0.498039,0.529412,0.478431,0.490196,0.494118,0.486275,0.494118,?,?
980,'2018/02/25 22:22:56:884',9,0.020264,-0.15314,-0.281634,0.490196,0.482353,0.411765,0.505882,0.498039,0.498039,0.490196,0.494118,?,?
981,'2018/02/25 22:22:56:920',9,0.020284,-0.153261,-0.283244,0.498039,0.498039,0.552941,0.537255,0.490196,0.494118,0.494118,0.490196,?,?
982,'2018/02/25 22:22:56:928',9,0.020284,-0.153261,-0.283244,0.498039,0.498039,0.552941,0.537255,0.490196,0.494118,0.494118,0.490196,?,?
983,'2018/02/25 22:22:56:954',9,0.020266,-0.153139,-0.283239,0.490196,0.482353,0.505882,0.486275,0.501961,0.498039,0.498039,0.494118,?,?
984,'2018/02/25 22:22:56:985',9,0.020266,-0.153139,-0.283239,0.501961,0.513726,0.607843,0.517647,0.478431,0.490196,0.490196,0.494118,?,?
985,'2018/02/25 22:22:57:004',9,0.020255,-0.153513,-0.283989,0.498039,0.482353,0.533333,0.533333,0.501961,0.498039,0.490196,0.494118,?,?
986,'2018/02/25 22:22:57:031',9,0.020356,-0.15387,-0.284622,0.498039,0.505882,0.517647,0.490196,0.52549,0.498039,0.498039,0.498039,?,?
987,'2018/02/25 22:22:57:057',9,0.020356,-0.15387,-0.284622,0.490196,0.486275,0.513726,0.486275,0.47451,0.486275,0.494118,0.498039,?,?
988,'2018/02/25 22:22:57:084',9,0.020356,-0.15387,-0.284622,0.498039,0.501961,0.517647,0.498039,0.533333,0.505882,0.498039,0.490196,?,?
989,'2018/02/25 22:22:57:109',9,0.020356,-0.15387,-0.284622,0.501961,0.513726,0.545098,0.486275,0.47451,0.486275,0.498039,0.498039,?,?
990,'2018/02/25 22:22:57:137',9,0.020356,-0.15387,-0.284622,0.490196,0.478431,0.466667,0.490196,0.513726,0.498039,0.490196,0.498039,?,?
991,'2018/02/25 22:22:57:164',9,0.020137,-0.15427,-0.284239,0.498039,0.486275,0.541176,0.513726,0.556863,0.505882,0.498039,0.490196,?,?
992,'2018/02/25 22:22:57:191',9,0.020066,-0.154775,-0.283997,0.494118,0.486275,0.458824,0.478431,0.47451,0.486275,0.494118,0.490196,?,?
993,'2018/02/25 22:22:57:220',9,0.019421,-0.155357,-0.282594,0.490196,0.486275,0.364706,0.486275,0.47451,0.482353,0.498039,0.494118,?,?
994,'2018/02/25 22:22:57:254',9,0.019233,-0.155262,-0.281963,0.498039,0.482353,0.462745,0.505882,0.466667,0.494118,0.490196,0.494118,?,?
995,'2018/02/25 22:22:57:287',9,0.019233,-0.155262,-0.281963,0.494118,0.498039,0.478431,0.509804,0.521569,0.498039,0.494118,0.494118,?,?
996,'2018/02/25 22:22:57:293',9,0.019233,-0.155262,-0.281963,0.494118,0.498039,0.478431,0.509804,0.521569,0.498039,0.494118,0.494118,?,?
997,'2018/02/25 22:22:57:316',9,0.019243,-0.155262,-0.282089,0.490196,0.490196,0.513726,0.498039,0.490196,0.494118,0.501961,0.494118,?,?
998,'2018/02/25 22:22:57:343',9,0.019161,-0.154895,-0.281694,0.498039,0.498039,0.466667,0.505882,0.517647,0.501961,0.490196,0.494118,?,?
999,'2018/02/25 22:22:57:372',9,0.018958,-0.154556,-0.281305,0.490196,0.482353,0.545098,0.486275,0.501961,0.498039,0.498039,0.498039,?,?
1000,'2018/02/25 22:22:57:407',9,0.018839,-0.15433,-0.281793,0.494118,0.498039,0.490196,0.505882,0.478431,0.490196,0.494118,0.494118,?,?
1001,'2018/02/25 22:22:57:437',9,0.018849,-0.15433,-0.281919,0.494118,0.47451,0.431373,0.498039,0.490196,0.490196,0.494118,0.498039,?,?
1002,'2018/02/25 22:22:57:445',9,0.018849,-0.15433,-0.281919,0.494118,0.47451,0.431373,0.498039,0.490196,0.490196,0.494118,0.498039,?,?
1003,'2018/02/25 22:22:57:471',9,0.018889,-0.153946,-0.281533,0.498039,0.498039,0.505882,0.494118,0.482353,0.490196,0.494118,0.494118,?,?
1004,'2018/02/25 22:22:57:502',9,0.018872,-0.153824,-0.281528,0.498039,0.498039,0.466667,0.494118,0.521569,0.498039,0.498039,0.494118,?,?
1005,'2018/02/25 22:22:57:534',9,0.018782,-0.153346,-0.28127,0.490196,0.498039,0.427451,0.443137,0.427451,0.486275,0.494118,0.490196,?,?
1006,'2018/02/25 22:22:57:547',9,0.018681,-0.153232,-0.281746,0.498039,0.494118,0.486275,0.505882,0.498039,0.498039,0.486275,0.494118,?,?
1007,'2018/02/25 22:22:57:572',9,0.018681,-0.153232,-0.281746,0.490196,0.494118,0.498039,0.498039,0.501961,0.494118,0.498039,0.490196,?,?
1008,'2018/02/25 22:22:57:597',9,0.018673,-0.15311,-0.281868,0.498039,0.494118,0.494118,0.498039,0.494118,0.494118,0.494118,0.501961,?,?
1009,'2018/02/25 22:22:57:624',9,0.018673,-0.15311,-0.281868,0.490196,0.498039,0.494118,0.494118,0.494118,0.486275,0.490196,0.498039,?,?
1010,'2018/02/25 22:22:57:648',9,0.018662,-0.153241,-0.281509,0.494118,0.478431,0.494118,0.482353,0.470588,0.490196,0.498039,0.501961,?,?
1011,'2018/02/25 22:22:57:673',9,0.018662,-0.153241,-0.281509,0.490196,0.501961,0.513726,0.490196,0.462745,0.494118,0.501961,0.498039,?,?
1012,'2018/02/25 22:22:57:699',9,0.018671,-0.153241,-0.281636,0.490196,0.494118,0.482353,0.478431,0.490196,0.494118,0.494118,0.490196,?,?
1013,'2018/02/25 22:22:57:726',9,0.018654,-0.153119,-0.281631,0.494118,0.501961,0.54902,0.505882,0.533333,0.498039,0.498039,0.494118,?,?
1014,'2018/02/25 22:22:57:752',9,0.018654,-0.153119,-0.281631,0.494118,0.482353,0.407843,0.478431,0.470588,0.498039,0.494118,0.494118,?,?
1015,'2018/02/25 22:22:57:779',9,0.018654,-0.153119,-0.281631,0.490196,0.517647,0.588235,0.521569,0.513726,0.505882,0.501961,0.501961,?,?
1016,'2018/02/25 22:22:57:803',9,0.018663,-0.15312,-0.281758,0.494118,0.486275,0.494118,0.486275,0.482353,0.486275,0.490196,0.486275,?,?
1017,'2018/02/25 22:22:57:847',9,0.018903,-0.152458,-0.281253,0.494118,0.494118,0.529412,0.482353,0.501961,0.490196,0.494118,0.494118,?,?
1018,'2018/02/25 22:22:57:877',9,0.018903,-0.152458,-0.281253,0.494118,0.505882,0.533333,0.501961,0.505882,0.494118,0.494118,0.486275,?,?
1019,'2018/02/25 22:22:57:901',9,0.018903,-0.152458,-0.281253,0.486275,0.490196,0.494118,0.482353,0.501961,0.501961,0.494118,0.494118,?,?
